id,cr_no,target_sentence,response,training,tooshort_AD,irrelevant_AD,copypaste_AD,eval_AD,overall_AD,notes_AD,overall_AD_2,tooshort_JM,irrelevant_JM,copypaste_JM,eval_JM,overall_JM,notes_JM,overall_JM_2,interrater_difference,agree,interrater_difference_2
SERP_F19C_C1_109,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",The lenses is supposed to be thinner so that it can adjust the light rays less.,1,0,0,0,0,1,but not a good one�,1,0,0,1,0,1,NA,1,0,1,0
SERP_F19C_C1_109,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,The third layer of the eye is retina which has 130 million receptor cells corresponding to the light.,1,0,0,0,0,1,NA,1,0,0,1,0,1,NA,1,0,1,0
SERP_F19C_C1_109,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","There are two types of receptors: cones-interact best with color whereas rod cells- interact best with black, white, and shades of gray.",1,0,0,1,0,2,brings up previous lines,2,0,0,1,0,1,NA,2,1,0,0
SERP_F19C_C1_109,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",The objects' dimension and colors are recognized in the rain by the nerve impulse after the receptors interact with the light.,1,0,0,0,0,1,don't discredit typos,1,0,0,0,0,1,"the reference to ""rain"" confuses me a bit.",1,0,1,0
SERP_F19C_B2_70,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",how does the impulses work in the eyes,2,0,0,0,0,1,focused on target but very weak,1,0,0,0,0,0,NA,0,1,0,NA
SERP_F19C_B2_70,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.","Without pupil or iris, what will happen",2,0,0,0,0,1,very weak q,1,0,0,0,0,0,The CR isn't particularly impressive AND it doesn't predict a topic that's covered in the text. That痴 why I'm scoring it as 0,1,1,0,NA
SERP_F19C_B2_70,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,whats the difference when the size is bigger or smaller,2,0,0,0,0,1,when what is?,1,0,0,0,0,2,"The CR, while not particularly impressive like the CR above,  it does coincidentally ask a question on a topic that's covered later in the text (i.e.pupil size). That's why I'm giving it a 2.",1,1,0,NA
SERP_F19C_B2_70,viz_cr_4,"In dim light, the pupil becomes larger",Why does it become larger? Does it happen at a short time?,2,0,0,0,0,1,didn't they already,1,0,0,0,0,1,"torn between 0 and 1 because the CR is asking a question that is explicitly in the text, PLUS the participant basically asked the same question in the CR above.",1,0,1,NA
SERP_F19C_B2_70,viz_cr_5,This bends the light rays producing an image that is in focus,"for the color blindness people, why cannot they see the original colors, is this part get problem?",2,0,0,0,0,2,thinking about it; sort of predictive,2,0,1,0,0,1,"Even though the CR asks a question about a topic later discussed in the text (colors), this seems wholly unrelated to the target sentence",2,1,0,NA
SERP_F19C_B2_70,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",So why do some people need to wear glasses?,2,0,0,0,0,2,NA,2,0,0,0,0,2,this cr is elaborative because it asks about glasses which is covered in the subsequent sentence of the text,2,0,1,NA
SERP_F19C_B2_70,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,"That's a lot, how small they are",2,0,0,0,0,1,NA,1,0,0,0,1,1,"torn between 0 and 1, but since I scored it a 1 for ""evaluative"", it feels like it makes more sense to give it a 1 overall as well.",1,0,1,NA
SERP_F19C_B2_70,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",so different part of my eyes can help me see different colors?,2,0,0,0,0,1,NA,1,0,0,0,0,0,cr is non-informative because it asks a question that is explicitly answered in the text.,1,1,0,NA
SERP_F19C_B2_70,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",how fast can the nerve impulse travel,2,0,0,0,0,1,NA,1,0,0,0,0,1,scoring this a 1 bc I guess there's some very vague/weak connections being  made with this question.,1,0,1,NA
SERP_F19C_C2_71,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.","When you see something, your brain is sent signals that you interpret as coherent images.",2,0,0,0,0,1,NA,1,0,0,0,0,1,NA,1,0,1,NA
SERP_F19C_C2_71,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.","A thin, clear tissue protects the first layer of the eye, the pupil and iris.",2,0,0,0,0,1,brief par,1,0,0,0,0,1,NA,1,0,1,NA
SERP_F19C_C2_71,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,The iris is a circular muscle around the pupil that adjusts the amount of light that you actually see.,2,0,0,0,0,2,bridge,2,0,0,0,0,2,NA,2,0,1,NA
SERP_F19C_C2_71,viz_cr_4,"In dim light, the pupil becomes larger","When there is not much light, the pupil expands in order to get as much light as possible.",2,0,0,0,0,2,bolded section is what makes it a 2,2,0,0,0,0,2,NA,2,0,1,NA
SERP_F19C_C2_71,viz_cr_5,This bends the light rays producing an image that is in focus,The lens allows you to form an image in focus.,2,0,0,0,0,1,par,1,0,0,0,0,1,torn between 0 and 1 because it's similar to original sentence,1,0,1,NA
SERP_F19C_C2_71,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","The lenses in our eyes adjust in order to see things far away or near to us. When things are far, we don't need to bend as much light so the lenses need to be thin.",2,0,NA,0,0,2,bridges to previous line,2,0,0,0,0,2,NA,2,0,1,NA
SERP_F19C_C2_71,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,The receptor cells at the back of the eye receive the image that you interpret from the light going into your eye.,2,0,0,0,0,2,bridges across text,2,0,0,0,0,2,torn between 1 and 2 but giving a 2 because of local bridging from previous sentence,2,0,1,NA
SERP_F19C_C2_71,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",Different types of cells in the retina allow for different shades of light and allow you to see across the lightness spectrum.,2,0,0,0,0,2,summary,2,0,0,0,0,2,NA,2,0,1,NA
SERP_F19C_C2_71,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","When light hits the retina, the receptor cells send out impulses to the brain where what we're seeing will be interpreted.",2,0,0,0,0,2,sort of tying back to first line,2,0,0,0,0,1,"this is a lot of words, but seems like its mostly about the target sentence and not much outside of the target sentence. So gave it a 1 instead of 2",2,1,0,NA
SERP_F19C_B1_73,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",Kind of makes me wonder about the exact internal process going on right now.,2,0,0,0,0,1,sort of focused,1,0,0,0,0,1,this feels like a fair elaborative/predictive question on what is going to be discussed later in the text,1,0,1,NA
SERP_F19C_B1_73,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",Just thought about every diagram I've seen of a close up eye and visualizing how it looks.,2,0,0,0,0,1,association,1,0,0,0,0,0,non-informative,1,1,0,NA
SERP_F19C_B1_73,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,If the muscles in the iris weaken does that essential case blindness or just need for glasses?,2,0,0,0,NA,2,elaborative q?,2,0,0,0,0,2,toss up between 1 and 2,2,0,1,NA
SERP_F19C_B1_73,viz_cr_4,"In dim light, the pupil becomes larger",That's interesting!,2,0,0,0,2,0,NA,0,1,0,0,0,0,"19 characters, too short",0,0,1,NA
SERP_F19C_B1_73,viz_cr_5,This bends the light rays producing an image that is in focus,Made me think of concave and convex lenses.,2,0,NA,NA,0,2,outside knowledge and sort of related,2,0,0,0,0,1,unsure about this; not explaning the text strong but it also feels like there's something global and relevant going on.,2,1,0,NA
SERP_F19C_B1_73,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",Thinking about my glasses and how they help me see far away.,2,0,0,0,0,2,infers need for glasses,2,0,0,0,0,0,NA,2,2,0,NA
SERP_F19C_B1_73,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,Interesting!,2,1,NA,NA,2,0,NA,0,1,0,0,0,0,"too short, 12 characters",0,0,1,NA
SERP_F19C_B1_73,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",Thought about people with color blindness.,2,0,0,0,0,1,NA,1,0,0,0,0,0,NA,1,1,0,NA
SERP_F19C_B1_73,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",Cool!,2,1,NA,NA,2,0,NA,0,1,0,0,0,0,"too short, 5 characters",0,0,1,NA
SERP_F19C_C2_74,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",The ability to see is an amazing phenomena that can be explained in quite simple terms. the objects you are seeing in your environment can serve as a stimulus that send signals to brain. These signals allow you to be able to see the objects in your environment.,2,0,0,0,0,2,A little extra fluff but feels more than a 1,2,0,0,0,1,3,this feels pretty strong,2,1,0,NA
SERP_F19C_C2_74,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.","The eye has various components that each serve a role in allowing you to see and to aid in its protection from outside particles. While the pupil and iris may be the first thing you notice about an eye, clear tissues cover the eye to serve as a means of protection and possibly hydration.",2,0,0,0,0,3,lots of extra knowledge added in,3,0,0,0,0,2,NA,3,1,0,NA
SERP_F19C_C2_74,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,"When individuals are in environments with differing levels of light, for instance, when you first wake up in the morning and turn on the lights, it takes a few seconds for your eyes to adjust to the new levels of light. As such, the iris is regulating the amount of light coming in and the muscles in the iris work to dilate the pupil accordingly.",2,0,0,0,0,3,NA,3,0,0,0,0,3,Coming up with a real-life example seems global to me so giving it a 3,3,0,1,NA
SERP_F19C_C2_74,viz_cr_4,"In dim light, the pupil becomes larger","Coinciding with the role that the iris places in allowing light into the eye, it can make the pupil dilate when individuals experience higher to lower levels of light. While it is ideal to have moderate amounts of light, much brighter environments may cause your pupils to drink while dimmer ones allow it to become larger. This makes sense because you still want to be able to see when you are in areas with different levels of light and you do not want to strain or damage your eyes with different light levels.",2,0,0,0,0,3,NA,3,0,0,0,0,3,NA,3,0,1,NA
SERP_F19C_C2_74,viz_cr_5,This bends the light rays producing an image that is in focus,"The other structure of the eye, the lens, aids in the ability to produce a focused image. This sparks a question regarding individuals who have conditions that cause blurry vision or when medications state blurry vision as a side effect. Do they conditions/medications affect the lens of the eyeball?",2,0,0,0,0,2,1-weak bridge/PAR 2-ELA,2,0,0,0,0,3,NA,3,1,0,NA
SERP_F19C_C2_74,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","As the size of the lens must change depending on how far away the object is that you are trying to see, it can be noted that individuals who are nearsighted or farsighted have problems with their lenses. For those who cannot see objects at a distance, the lens may have problems getting thinner and bending the light less. Similarly, in those who cannot see objects up close, they may have difficulties making the lens thicker and bending the light more.",2,0,0,0,0,3,NA,3,0,0,0,0,3,NA,3,0,1,NA
SERP_F19C_C2_74,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,It would make sense for the retina to contain so many receptor cells as being able to see and take in the objects around you is alot to do.,2,0,0,0,0,2,weak elab,2,0,0,0,1,1,NA,2,1,0,NA
SERP_F19C_C2_74,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","Similarly with how other parts of your eye changes depending on the levels of light, the retina has components that work in the same fashion. Rods work better in dimmer environments while cones work best in bright light. The inability of an individual to see in the dark is likely caused to damages in rod cells.",2,0,0,0,0,3,NA,3,0,0,0,0,3,NA,3,0,1,NA
